age,fnlwgt,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,workclass_grouped,education_grouped,occupation_grouped,native_country_grouped
20,112668,Never-married,Own-child,White,Female,0,0,20,<=50K,Private,Some College,Service,USA
58,314153,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Sales,USA
45,192360,Married-civ-spouse,Husband,White,Male,0,1902,50,>50K,Private,Advanced,White-Collar,USA
29,266043,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
34,189843,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Some College,Service,USA
25,184303,Separated,Other-relative,White,Female,0,0,30,<=50K,Private,Some College,Service,Central America
54,35576,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Some College,Blue-Collar,USA
32,185732,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,Dropout,Service,USA
38,79483,Divorced,Not-in-family,White,Female,0,0,45,<=50K,Private,High School,White-Collar,USA
34,275438,Married-civ-spouse,Husband,White,Male,5178,0,40,>50K,Private,Some College,White-Collar,USA
24,145964,Never-married,Unmarried,White,Male,0,0,40,>50K,Private,Bachelors,White-Collar,USA
21,300812,Never-married,Own-child,White,Male,0,0,30,<=50K,Private,Some College,Service,USA
43,74581,Married-civ-spouse,Husband,White,Male,0,0,48,>50K,Private,High School,Blue-Collar,USA
30,303485,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Government,Some College,Blue-Collar,USA
30,156890,Divorced,Unmarried,White,Male,0,0,40,<=50K,Self-Employed,Dropout,Blue-Collar,USA
60,525878,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Self-Employed,High School,White-Collar,USA
38,76878,Married-civ-spouse,Husband,White,Male,5178,0,40,>50K,Private,Dropout,Blue-Collar,USA
20,41035,Never-married,Own-child,White,Male,0,0,20,<=50K,Self-Employed,Some College,Service,USA
44,178385,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,48,<=50K,Private,Advanced,White-Collar,Asia
27,228476,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Bachelors,Sales,USA
24,232328,Divorced,Own-child,White,Female,0,0,35,<=50K,Private,Dropout,Service,USA
27,201872,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Private,Some College,Sales,USA
38,255454,Separated,Unmarried,Black,Male,0,0,40,<=50K,Government,Bachelors,White-Collar,USA
61,128230,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Dropout,Sales,USA
25,192149,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
24,221442,Divorced,Not-in-family,White,Female,0,0,36,<=50K,Private,Some College,Service,USA
39,189911,Divorced,Unmarried,White,Female,0,0,40,<=50K,Government,Dropout,White-Collar,USA
51,82504,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Some College,White-Collar,USA
59,32552,Married-civ-spouse,Husband,White,Male,0,0,48,<=50K,Self-Employed,High School,Blue-Collar,USA
45,133969,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Government,Bachelors,Blue-Collar,Asia
48,102102,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Some College,Support,USA
58,164857,Never-married,Not-in-family,White,Male,0,0,99,<=50K,Private,Bachelors,White-Collar,USA
39,209397,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
39,148485,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Private,Some College,Blue-Collar,USA
33,93206,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,Asia
18,201299,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
53,279129,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,Self-Employed,Some College,Blue-Collar,USA
67,268781,Married-civ-spouse,Husband,White,Male,0,0,20,>50K,Self-Employed,Bachelors,White-Collar,USA
27,116298,Separated,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
51,348099,Never-married,Not-in-family,White,Female,0,1590,40,<=50K,Private,High School,Blue-Collar,USA
31,164309,Divorced,Unmarried,White,Female,0,0,38,<=50K,Private,Some College,White-Collar,USA
20,194630,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Government,Some College,Service,USA
18,261276,Never-married,Own-child,Black,Female,0,1602,40,<=50K,Private,Some College,Service,Asia
56,456592,Divorced,Unmarried,White,Female,0,0,37,<=50K,Private,High School,Service,USA
28,337378,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
22,535852,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,North America
53,254285,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Advanced,White-Collar,USA
44,210648,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Bachelors,Support,USA
32,167476,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Private,High School,Blue-Collar,USA
52,590522,Married-civ-spouse,Husband,White,Male,0,2002,45,<=50K,Private,Dropout,Blue-Collar,USA
26,425092,Never-married,Not-in-family,White,Female,2174,0,40,<=50K,Government,Advanced,White-Collar,USA
43,173728,Separated,Unmarried,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
30,219318,Never-married,Other-relative,White,Female,0,0,35,<=50K,Private,High School,Blue-Collar,Central America
37,207887,Divorced,Other-relative,White,Female,0,0,50,<=50K,Government,Bachelors,White-Collar,USA
34,224358,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Private,Dropout,Service,USA
40,230684,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,White-Collar,USA
30,347132,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
43,98130,Divorced,Own-child,White,Female,0,0,39,<=50K,Government,Bachelors,White-Collar,USA
44,184099,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,High School,White-Collar,USA
23,41763,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,Private,Bachelors,Service,USA
28,54042,Never-married,Not-in-family,White,Female,2463,0,35,<=50K,Private,Some College,Service,USA
48,102938,Never-married,Unmarried,Asian-Pac-Islander,Female,0,0,40,<=50K,Private,Bachelors,Service,Asia
27,145284,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
53,76128,Divorced,Not-in-family,Other,Male,0,0,60,<=50K,Private,High School,Blue-Collar,South America
66,78375,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Self-Employed,High School,Blue-Collar,USA
22,188544,Never-married,Own-child,White,Female,0,0,30,<=50K,Private,Some College,White-Collar,USA
37,379522,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Private,Bachelors,Sales,USA
61,28375,Divorced,Not-in-family,White,Female,0,0,70,<=50K,Government,Advanced,White-Collar,USA
30,184542,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
65,52728,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
31,111883,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,High School,Blue-Collar,USA
38,91670,Divorced,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,Government,Some College,White-Collar,USA
17,36877,Never-married,Own-child,White,Female,0,0,10,<=50K,Private,Dropout,Sales,USA
30,242460,Separated,Not-in-family,White,Male,0,0,50,<=50K,Private,High School,Blue-Collar,USA
34,61308,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Private,High School,White-Collar,USA
59,246262,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Some College,Support,USA
34,111567,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
18,186946,Never-married,Own-child,White,Female,0,0,23,<=50K,Private,Some College,Blue-Collar,USA
21,230229,Never-married,Other-relative,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,North America
22,201799,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,High School,Sales,USA
53,95647,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Private,Dropout,Blue-Collar,USA
65,143175,Widowed,Other-relative,White,Female,0,0,45,<=50K,Private,Some College,Sales,USA
48,248059,Married-civ-spouse,Husband,White,Male,5013,0,45,<=50K,Private,Bachelors,White-Collar,USA
22,175374,Married-civ-spouse,Husband,White,Male,0,0,24,<=50K,Private,Some College,Service,USA
22,482082,Married-civ-spouse,Not-in-family,White,Female,0,0,40,<=50K,Private,Dropout,Blue-Collar,North America
44,151089,Married-civ-spouse,Husband,White,Male,0,1887,70,>50K,Self-Employed,High School,White-Collar,USA
34,173854,Divorced,Not-in-family,White,Male,27828,0,60,>50K,Private,Advanced,White-Collar,USA
20,194504,Separated,Unmarried,Black,Female,0,0,40,<=50K,Private,Some College,Sales,USA
27,286352,Never-married,Not-in-family,White,Female,0,0,35,<=50K,Government,Bachelors,White-Collar,USA
37,61778,Never-married,Not-in-family,White,Male,0,0,30,<=50K,Private,Bachelors,Blue-Collar,USA
30,184687,Never-married,Own-child,White,Female,0,0,30,<=50K,Private,High School,White-Collar,USA
37,119992,Married-civ-spouse,Husband,White,Male,0,0,99,<=50K,Self-Employed,High School,Blue-Collar,USA
27,110931,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,White-Collar,USA
32,197457,Divorced,Unmarried,White,Female,1471,0,38,<=50K,Private,High School,Support,USA
43,209547,Married-civ-spouse,Husband,White,Male,0,0,25,>50K,Self-Employed,Advanced,White-Collar,USA
42,209392,Divorced,Not-in-family,Black,Male,0,0,35,<=50K,Private,High School,Service,USA
51,117700,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
53,153486,Separated,Not-in-family,White,Male,0,0,30,<=50K,Private,High School,Blue-Collar,USA
35,160192,Never-married,Own-child,White,Male,0,0,40,<=50K,Self-Employed,Some College,Blue-Collar,USA
61,120939,Married-civ-spouse,Husband,White,Male,0,0,5,>50K,Private,Advanced,Blue-Collar,USA
25,302465,Never-married,Not-in-family,White,Male,0,1741,40,<=50K,Private,Dropout,Blue-Collar,USA
39,193260,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,25,<=50K,Private,Some College,White-Collar,North America
31,196791,Divorced,Not-in-family,White,Female,0,0,45,>50K,Private,Advanced,White-Collar,USA
66,104576,Married-civ-spouse,Husband,White,Male,0,0,8,>50K,Self-Employed,Bachelors,White-Collar,USA
58,259014,Never-married,Not-in-family,White,Male,0,0,20,<=50K,Private,Some College,Blue-Collar,USA
33,186977,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,South America
32,251243,Divorced,Not-in-family,White,Female,0,0,50,>50K,Private,Some College,White-Collar,USA
61,197311,Widowed,Unmarried,White,Female,0,0,40,<=50K,Government,Advanced,White-Collar,USA
35,77146,Divorced,Not-in-family,White,Male,0,0,45,<=50K,Private,Some College,White-Collar,USA
48,29433,Divorced,Unmarried,White,Female,0,0,55,<=50K,Private,Some College,Sales,USA
46,102852,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Private,Dropout,Service,USA
49,248895,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Private,High School,Blue-Collar,USA
26,366900,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
31,56964,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
63,78383,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Self-Employed,High School,Blue-Collar,USA
45,343377,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,USA
46,207076,Never-married,Not-in-family,White,Male,0,0,60,<=50K,Private,Advanced,White-Collar,USA
41,191451,Divorced,Unmarried,Black,Female,0,0,60,>50K,Private,Advanced,White-Collar,USA
52,46788,Divorced,Unmarried,White,Male,0,0,25,<=50K,Private,Bachelors,Blue-Collar,USA
53,147629,Married-civ-spouse,Husband,White,Male,0,0,80,>50K,Government,Some College,White-Collar,USA
26,336969,Married-civ-spouse,Husband,White,Male,0,0,28,<=50K,Government,Bachelors,White-Collar,Central America
26,166295,Never-married,Not-in-family,White,Male,0,2339,55,<=50K,Government,Bachelors,White-Collar,USA
28,173110,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
40,34739,Married-civ-spouse,Wife,White,Female,0,0,36,<=50K,Government,Some College,White-Collar,USA
46,186256,Married-civ-spouse,Husband,White,Male,0,1902,55,>50K,Private,Some College,Sales,USA
25,181814,Never-married,Other-relative,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
44,254303,Never-married,Not-in-family,White,Male,0,0,40,>50K,Private,Advanced,White-Collar,Europe
70,315868,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
60,248288,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Government,Some College,White-Collar,USA
28,30912,Married-civ-spouse,Husband,White,Male,0,0,43,<=50K,Private,High School,Service,USA
18,183930,Never-married,Own-child,White,Male,0,0,12,<=50K,Private,High School,Service,USA
31,302679,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,Private,Dropout,White-Collar,USA
19,73514,Never-married,Own-child,Asian-Pac-Islander,Female,0,0,30,<=50K,Self-Employed,High School,White-Collar,USA
38,227945,Married-civ-spouse,Husband,White,Male,99999,0,65,>50K,Private,Advanced,White-Collar,USA
50,133963,Never-married,Own-child,White,Female,0,0,40,>50K,Government,Bachelors,White-Collar,USA
19,136758,Never-married,Own-child,White,Female,0,0,10,<=50K,Private,Some College,Support,USA
55,160303,Widowed,Other-relative,White,Female,0,0,40,<=50K,Private,High School,White-Collar,USA
35,233533,Separated,Not-in-family,White,Male,0,0,65,<=50K,Self-Employed,Bachelors,Blue-Collar,USA
84,135839,Widowed,Not-in-family,White,Female,0,0,14,<=50K,Government,Some College,White-Collar,USA
21,206681,Never-married,Own-child,White,Female,0,0,15,<=50K,Private,Some College,Sales,USA
21,151158,Never-married,Not-in-family,White,Female,0,0,25,<=50K,Private,Some College,White-Collar,USA
43,92775,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Government,Some College,Blue-Collar,USA
54,175912,Widowed,Unmarried,White,Male,914,0,40,<=50K,Private,High School,Blue-Collar,USA
63,165667,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,High School,White-Collar,USA
37,301614,Never-married,Other-relative,White,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar,USA
50,149433,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Government,High School,Blue-Collar,USA
48,204629,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Bachelors,White-Collar,USA
49,195949,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,High School,Blue-Collar,USA
61,119684,Married-civ-spouse,Husband,White,Male,15024,0,20,>50K,Private,Advanced,White-Collar,USA
53,200576,Divorced,Other-relative,White,Female,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
29,224858,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Private,Some College,White-Collar,USA
41,279914,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Private,Some College,White-Collar,USA
22,320451,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,24,<=50K,Private,Some College,Service,Asia
55,105138,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,40,<=50K,Private,High School,Military,USA
47,173938,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Government,Bachelors,Blue-Collar,USA
65,179411,Widowed,Unmarried,White,Female,0,0,35,<=50K,Government,High School,Support,USA
57,155259,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Unemployed,Some College,White-Collar,USA
39,82488,Divorced,Unmarried,Asian-Pac-Islander,Female,0,0,38,<=50K,Private,Some College,Sales,USA
69,197288,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,Government,High School,White-Collar,USA
53,174102,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,High School,Blue-Collar,USA
38,203717,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Private,Bachelors,Blue-Collar,USA
50,140516,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Self-Employed,Bachelors,White-Collar,USA
45,276087,Married-civ-spouse,Husband,White,Male,0,0,24,>50K,Private,Some College,White-Collar,USA
25,25497,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
37,105044,Married-civ-spouse,Husband,White,Male,0,0,42,>50K,Private,Some College,White-Collar,USA
32,185480,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,Some College,Service,USA
24,312017,Never-married,Own-child,White,Male,0,0,40,<=50K,Government,Some College,White-Collar,USA
17,350538,Never-married,Not-in-family,White,Male,0,0,25,<=50K,Private,Dropout,Service,USA
40,182217,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,Private,Some College,Service,Europe
57,190514,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Unemployed,Dropout,Blue-Collar,USA
33,226267,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,Some College,Sales,North America
25,296228,Never-married,Unmarried,Other,Female,0,0,42,<=50K,Private,Some College,Blue-Collar,USA
54,93415,Never-married,Unmarried,Asian-Pac-Islander,Female,0,0,40,>50K,Government,Bachelors,White-Collar,USA
35,411395,Married-civ-spouse,Husband,White,Male,0,0,36,<=50K,Private,Some College,White-Collar,USA
61,72442,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Dropout,Service,USA
39,141802,Divorced,Unmarried,Black,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
20,234640,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
44,219288,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,Private,Dropout,Blue-Collar,USA
30,437825,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,Private,Bachelors,Sales,South America
31,136721,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Private,High School,Blue-Collar,USA
21,42706,Never-married,Own-child,White,Male,0,0,30,<=50K,Government,Some College,White-Collar,USA
26,151971,Never-married,Unmarried,White,Male,0,0,35,<=50K,Private,Some College,Blue-Collar,USA
41,230931,Never-married,Unmarried,White,Female,0,0,40,<=50K,Private,High School,Service,Central America
63,67903,Separated,Not-in-family,Black,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
48,125120,Married-civ-spouse,Wife,White,Female,0,0,37,<=50K,Private,Some College,White-Collar,USA
34,21755,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,63,<=50K,Private,High School,Blue-Collar,USA
53,203967,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,White-Collar,USA
48,493862,Married-civ-spouse,Husband,Black,Male,7298,0,38,>50K,Government,High School,White-Collar,USA
17,93235,Never-married,Own-child,White,Female,0,1721,25,<=50K,Private,Dropout,Service,USA
25,25497,Never-married,Not-in-family,White,Male,4101,0,40,<=50K,Private,Some College,Blue-Collar,USA
60,125832,Divorced,Not-in-family,White,Female,0,0,72,<=50K,Private,High School,White-Collar,North America
53,139522,Married-civ-spouse,Wife,White,Female,0,1573,40,<=50K,Private,High School,Service,Europe
44,64506,Divorced,Not-in-family,White,Male,0,0,20,<=50K,Private,Some College,Service,USA
30,24292,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Private,Bachelors,Sales,USA
71,157909,Never-married,Not-in-family,White,Female,2964,0,60,<=50K,Private,Some College,Service,USA
19,301606,Never-married,Own-child,Black,Male,0,0,35,<=50K,Private,Some College,Service,USA
23,236601,Never-married,Not-in-family,White,Male,0,0,48,<=50K,Private,Some College,Support,USA
36,203717,Divorced,Unmarried,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
26,51961,Never-married,Other-relative,Black,Male,0,0,51,<=50K,Private,Dropout,Sales,USA
35,213076,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Government,Bachelors,Service,USA
40,30759,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Self-Employed,Some College,Blue-Collar,USA
26,371556,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
46,80057,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,High School,White-Collar,Europe
20,218343,Never-married,Own-child,White,Female,0,0,25,<=50K,Private,High School,Service,USA
59,162136,Divorced,Not-in-family,White,Male,0,0,56,<=50K,Private,Some College,Blue-Collar,USA
25,109609,Never-married,Not-in-family,White,Male,0,0,25,<=50K,Private,Some College,Service,USA
46,275625,Divorced,Unmarried,Asian-Pac-Islander,Female,0,0,60,>50K,Self-Employed,Bachelors,Service,Other Asia
40,226505,Married-civ-spouse,Wife,White,Female,0,0,46,>50K,Private,High School,White-Collar,USA
21,256356,Never-married,Other-relative,White,Female,0,0,40,<=50K,Private,Dropout,Service,North America
56,102106,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
53,184176,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Private,Some College,White-Collar,USA
42,261899,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Government,Advanced,White-Collar,USA
36,168055,Married-civ-spouse,Husband,White,Male,5178,0,40,>50K,Private,Bachelors,White-Collar,USA
22,218415,Never-married,Unmarried,White,Female,0,0,50,<=50K,Private,Some College,Support,USA
34,114955,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
24,108495,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Some College,White-Collar,Asia
27,211184,Never-married,Not-in-family,White,Female,0,0,52,<=50K,Private,High School,White-Collar,USA
32,203849,Married-civ-spouse,Husband,White,Male,0,0,19,<=50K,Government,Dropout,Blue-Collar,USA
47,185385,Married-civ-spouse,Husband,White,Male,5013,0,24,<=50K,Private,High School,White-Collar,USA
33,93034,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,Asia
43,162108,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
40,240504,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Private,Bachelors,Sales,USA
44,193755,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Government,Some College,Service,USA
34,183801,Never-married,Not-in-family,White,Male,0,0,14,<=50K,Government,Bachelors,Service,USA
54,182429,Widowed,Unmarried,White,Female,0,0,38,<=50K,Government,High School,Blue-Collar,USA
52,37289,Never-married,Not-in-family,White,Female,0,0,40,>50K,Government,Advanced,White-Collar,USA
20,325744,Never-married,Other-relative,White,Male,0,0,40,<=50K,Private,Some College,Sales,USA
39,179352,Divorced,Not-in-family,White,Female,0,0,35,<=50K,Private,Some College,White-Collar,USA
29,183523,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Government,Some College,White-Collar,Asia
30,319280,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,High School,Service,USA
45,178319,Married-civ-spouse,Husband,White,Male,7688,0,50,>50K,Private,Advanced,White-Collar,USA
60,121319,Married-civ-spouse,Husband,White,Male,3137,0,40,<=50K,Private,Dropout,Blue-Collar,Europe
39,56648,Separated,Not-in-family,White,Female,0,0,47,<=50K,Private,High School,Sales,USA
24,113936,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
30,261943,Married-spouse-absent,Not-in-family,White,Male,0,0,30,<=50K,Self-Employed,Dropout,Blue-Collar,Central America
45,170846,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Private,Some College,White-Collar,USA
83,107338,Widowed,Not-in-family,White,Male,0,0,12,<=50K,Government,Some College,White-Collar,USA
37,112264,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Private,High School,Blue-Collar,USA
55,209535,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,Advanced,White-Collar,USA
62,345780,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,Service,USA
22,210781,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
21,149704,Never-married,Not-in-family,White,Female,1055,0,40,<=50K,Private,High School,Blue-Collar,USA
19,188568,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Some College,Service,USA
51,103803,Married-civ-spouse,Husband,Black,Male,0,0,50,<=50K,Private,High School,Blue-Collar,USA
29,152744,Never-married,Other-relative,Asian-Pac-Islander,Female,1506,0,40,<=50K,Government,Advanced,White-Collar,USA
19,29526,Never-married,Own-child,White,Female,0,0,32,<=50K,Private,High School,Service,USA
35,170174,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Private,Some College,Blue-Collar,USA
41,144928,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Government,Bachelors,White-Collar,USA
18,164441,Never-married,Own-child,White,Female,0,0,38,<=50K,Private,Some College,White-Collar,USA
49,218357,Divorced,Not-in-family,White,Female,0,0,38,<=50K,Private,Some College,White-Collar,USA
35,72338,Divorced,Own-child,Asian-Pac-Islander,Male,0,0,56,<=50K,Government,High School,Blue-Collar,USA
50,234143,Married-civ-spouse,Husband,Black,Male,0,0,45,>50K,Government,Advanced,White-Collar,USA
19,186717,Never-married,Own-child,White,Male,0,0,40,<=50K,Private,Some College,Sales,USA
40,121012,Married-civ-spouse,Husband,White,Male,7298,0,48,>50K,Government,Bachelors,White-Collar,USA
23,215616,Never-married,Not-in-family,White,Female,0,0,20,<=50K,Private,High School,Service,USA
34,346122,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Private,High School,Support,USA
20,34616,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,High School,Sales,USA
31,305619,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Private,Some College,White-Collar,USA
21,74538,Never-married,Not-in-family,White,Male,0,0,25,<=50K,Self-Employed,Some College,Support,USA
39,36376,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Private,Some College,Blue-Collar,USA
49,130206,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Self-Employed,High School,Service,USA
35,172845,Never-married,Unmarried,White,Female,0,0,30,<=50K,Private,Some College,Service,USA
29,204516,Married-civ-spouse,Husband,White,Male,0,0,15,<=50K,Government,Advanced,White-Collar,USA
23,336360,Never-married,Own-child,Black,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar,USA
37,126675,Married-civ-spouse,Husband,White,Male,0,0,57,<=50K,Private,Some College,White-Collar,USA
70,380498,Widowed,Not-in-family,White,Female,0,0,30,<=50K,Self-Employed,Bachelors,White-Collar,USA
55,80167,Divorced,Unmarried,White,Female,0,0,40,<=50K,Private,Bachelors,White-Collar,USA
34,200401,Separated,Own-child,White,Male,0,0,25,<=50K,Private,High School,Blue-Collar,South America
19,246652,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Some College,Sales,USA
26,488459,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
40,329341,Married-civ-spouse,Husband,White,Male,0,0,35,>50K,Government,Advanced,White-Collar,USA
49,199378,Married-civ-spouse,Husband,White,Male,0,0,22,<=50K,Private,Some College,White-Collar,USA
19,376540,Never-married,Not-in-family,White,Female,0,0,30,<=50K,Private,High School,White-Collar,USA
29,244473,Married-civ-spouse,Husband,White,Male,7688,0,40,>50K,Government,Bachelors,White-Collar,USA
62,136314,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
22,279802,Never-married,Own-child,White,Female,0,0,40,<=50K,Private,Some College,White-Collar,USA
