age,marital_status,relationship,sex,capital_gain,capital_loss,hours_per_week,income,workclass_grouped,education_grouped,occupation_grouped
42,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,Blue-Collar
22,Divorced,Unmarried,Female,0,0,30,<=50K,Private,High School,Support
30,Divorced,Unmarried,Female,0,0,65,<=50K,Government,Advanced,White-Collar
64,Married-civ-spouse,Husband,Male,0,0,20,<=50K,Private,High School,White-Collar
45,Separated,Not-in-family,Female,0,0,35,<=50K,Private,High School,Service
50,Married-civ-spouse,Husband,Male,0,0,50,>50K,Self-Employed,High School,White-Collar
40,Widowed,Own-child,Female,0,0,50,<=50K,Private,Advanced,Sales
44,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,Sales
39,Married-civ-spouse,Husband,Male,99999,0,70,>50K,Private,Bachelors,White-Collar
26,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Some College,White-Collar
45,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
18,Never-married,Own-child,Male,0,0,35,<=50K,Private,High School,Service
27,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Bachelors,Sales
55,Married-civ-spouse,Husband,Male,15024,0,48,>50K,Private,Bachelors,White-Collar
35,Separated,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
33,Never-married,Not-in-family,Male,8614,0,40,>50K,Private,Some College,Blue-Collar
36,Never-married,Not-in-family,Female,0,0,60,<=50K,Private,Some College,White-Collar
30,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Advanced,White-Collar
41,Married-civ-spouse,Husband,Male,0,0,60,>50K,Self-Employed,Some College,Blue-Collar
69,Widowed,Not-in-family,Female,2050,0,24,<=50K,Private,Some College,White-Collar
41,Married-civ-spouse,Husband,Male,7298,0,50,>50K,Private,Some College,Blue-Collar
49,Married-civ-spouse,Husband,Male,0,0,60,>50K,Self-Employed,Bachelors,White-Collar
30,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,High School,Blue-Collar
67,Married-civ-spouse,Wife,Female,0,0,2,<=50K,Self-Employed,High School,White-Collar
31,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,White-Collar
33,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Support
20,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Service
19,Never-married,Own-child,Male,0,0,24,<=50K,Private,Some College,Blue-Collar
47,Married-civ-spouse,Husband,Male,4386,0,40,>50K,Government,High School,Service
36,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Advanced,White-Collar
25,Never-married,Not-in-family,Female,0,0,30,<=50K,Private,Bachelors,White-Collar
34,Never-married,Unmarried,Female,0,0,40,<=50K,Private,Some College,White-Collar
28,Never-married,Not-in-family,Male,0,0,60,<=50K,Private,Bachelors,Blue-Collar
24,Never-married,Own-child,Male,0,0,20,<=50K,Private,Bachelors,White-Collar
30,Married-civ-spouse,Wife,Female,0,0,36,>50K,Private,Some College,White-Collar
23,Never-married,Not-in-family,Male,0,0,45,<=50K,Private,Some College,Sales
33,Never-married,Not-in-family,Male,0,0,65,<=50K,Private,Dropout,Blue-Collar
67,Married-civ-spouse,Husband,Male,0,0,30,<=50K,Self-Employed,Bachelors,Sales
34,Married-civ-spouse,Husband,Male,4508,0,90,<=50K,Self-Employed,High School,Blue-Collar
25,Never-married,Other-relative,Female,0,0,43,<=50K,Private,High School,Blue-Collar
24,Never-married,Not-in-family,Male,0,0,35,<=50K,Private,High School,Service
35,Married-civ-spouse,Husband,Male,0,1887,45,>50K,Private,Bachelors,White-Collar
21,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,White-Collar
48,Married-civ-spouse,Husband,Male,0,0,55,>50K,Private,High School,Blue-Collar
58,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,Blue-Collar
57,Separated,Not-in-family,Female,0,0,40,<=50K,Private,Dropout,Blue-Collar
57,Married-civ-spouse,Husband,Male,0,0,78,<=50K,Private,High School,Service
52,Never-married,Not-in-family,Male,0,0,32,>50K,Government,Advanced,White-Collar
65,Married-civ-spouse,Husband,Male,0,0,16,<=50K,Private,Dropout,Service
26,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Sales
50,Married-civ-spouse,Husband,Male,99999,0,45,>50K,Self-Employed,Some College,Sales
21,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
38,Separated,Not-in-family,Male,0,2258,55,>50K,Private,Some College,Blue-Collar
40,Married-civ-spouse,Husband,Male,0,0,52,>50K,Private,High School,Sales
20,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,White-Collar
35,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,White-Collar
50,Married-civ-spouse,Husband,Male,0,0,30,<=50K,Self-Employed,High School,Blue-Collar
37,Married-civ-spouse,Husband,Male,3103,0,50,>50K,Self-Employed,Some College,White-Collar
31,Never-married,Unmarried,Male,0,0,47,<=50K,Self-Employed,Dropout,Blue-Collar
17,Never-married,Own-child,Male,0,0,40,<=50K,Self-Employed,Dropout,Blue-Collar
44,Married-civ-spouse,Husband,Male,0,0,3,<=50K,Private,Bachelors,White-Collar
46,Never-married,Not-in-family,Female,0,1564,50,>50K,Government,Advanced,White-Collar
34,Never-married,Not-in-family,Male,0,0,35,<=50K,Self-Employed,Some College,Blue-Collar
29,Married-civ-spouse,Husband,Male,0,0,48,<=50K,Private,High School,Blue-Collar
38,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
29,Married-civ-spouse,Husband,Male,0,0,20,<=50K,Government,Advanced,White-Collar
18,Never-married,Own-child,Male,0,0,30,<=50K,Self-Employed,Dropout,Blue-Collar
53,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Support
18,Never-married,Own-child,Male,0,0,36,<=50K,Private,Dropout,Blue-Collar
49,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Sales
54,Married-civ-spouse,Husband,Male,0,0,16,<=50K,Self-Employed,Dropout,Blue-Collar
19,Never-married,Own-child,Female,0,0,20,<=50K,Private,Some College,White-Collar
30,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
73,Married-civ-spouse,Husband,Male,0,0,30,<=50K,Private,High School,Service
27,Never-married,Not-in-family,Female,0,0,52,<=50K,Private,Dropout,Blue-Collar
18,Never-married,Own-child,Male,0,0,6,<=50K,Private,Dropout,Service
22,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
33,Married-civ-spouse,Husband,Male,0,0,55,>50K,Private,Bachelors,Sales
24,Never-married,Own-child,Female,0,0,25,<=50K,Private,High School,Blue-Collar
41,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Bachelors,Blue-Collar
24,Never-married,Own-child,Female,0,0,30,<=50K,Private,Dropout,White-Collar
35,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Some College,White-Collar
43,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar
22,Never-married,Own-child,Male,0,0,45,<=50K,Private,Bachelors,White-Collar
17,Never-married,Own-child,Female,0,0,25,<=50K,Private,Dropout,Sales
26,Never-married,Own-child,Female,0,0,40,<=50K,Private,High School,White-Collar
38,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Some College,White-Collar
28,Never-married,Unmarried,Female,0,0,40,<=50K,Private,Some College,Support
28,Married-civ-spouse,Husband,Male,7688,0,45,>50K,Private,Some College,Blue-Collar
38,Married-civ-spouse,Husband,Male,15024,0,65,>50K,Private,Bachelors,White-Collar
30,Married-civ-spouse,Husband,Male,0,0,60,>50K,Private,High School,Service
32,Married-civ-spouse,Husband,Male,7298,0,45,>50K,Private,Bachelors,White-Collar
22,Never-married,Unmarried,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
29,Never-married,Not-in-family,Male,0,0,60,<=50K,Self-Employed,Some College,White-Collar
26,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
19,Never-married,Own-child,Female,0,0,40,<=50K,Private,Some College,White-Collar
40,Separated,Unmarried,Female,0,0,40,<=50K,Private,High School,White-Collar
48,Married-civ-spouse,Wife,Female,15024,0,10,>50K,Government,Advanced,White-Collar
22,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,High School,Blue-Collar
51,Married-civ-spouse,Wife,Female,0,0,40,>50K,Self-Employed,Bachelors,White-Collar
43,Divorced,Not-in-family,Male,0,0,45,<=50K,Private,Some College,Blue-Collar
23,Married-spouse-absent,Not-in-family,Female,0,0,50,<=50K,Private,Some College,Service
43,Married-civ-spouse,Wife,Female,0,0,7,>50K,Private,Bachelors,Service
35,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
24,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Sales
20,Never-married,Own-child,Female,0,0,40,<=50K,Private,High School,Service
29,Divorced,Not-in-family,Female,0,0,35,<=50K,Private,Some College,Service
53,Married-civ-spouse,Husband,Male,0,0,35,>50K,Private,High School,White-Collar
24,Never-married,Own-child,Female,0,0,35,<=50K,Private,Bachelors,Sales
45,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Service
25,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
53,Divorced,Unmarried,Female,1471,0,40,<=50K,Private,Some College,White-Collar
45,Married-civ-spouse,Husband,Male,0,0,38,>50K,Self-Employed,Advanced,White-Collar
38,Married-civ-spouse,Husband,Male,0,0,45,>50K,Government,Bachelors,White-Collar
48,Separated,Unmarried,Female,0,0,44,<=50K,Private,Some College,White-Collar
31,Never-married,Not-in-family,Male,0,0,50,<=50K,Private,High School,Blue-Collar
40,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,White-Collar
42,Divorced,Unmarried,Female,0,0,45,<=50K,Private,Bachelors,White-Collar
23,Never-married,Own-child,Male,0,0,24,<=50K,Private,High School,Blue-Collar
42,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,High School,Blue-Collar
42,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Bachelors,White-Collar
66,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Bachelors,White-Collar
28,Never-married,Not-in-family,Male,0,0,20,<=50K,Government,Bachelors,White-Collar
61,Married-civ-spouse,Husband,Male,0,0,30,<=50K,Private,High School,Service
19,Never-married,Own-child,Male,0,0,25,<=50K,Private,Some College,Service
66,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,Some College,White-Collar
36,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Service
31,Divorced,Not-in-family,Male,0,0,40,<=50K,Government,Bachelors,White-Collar
38,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
52,Divorced,Unmarried,Female,0,0,20,<=50K,Private,Dropout,Service
58,Never-married,Own-child,Male,0,0,72,<=50K,Self-Employed,Bachelors,Blue-Collar
43,Married-spouse-absent,Unmarried,Female,7430,0,60,>50K,Government,Advanced,White-Collar
45,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Some College,White-Collar
47,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Some College,White-Collar
46,Married-civ-spouse,Wife,Female,0,0,20,<=50K,Private,Some College,Blue-Collar
59,Separated,Unmarried,Female,0,0,40,<=50K,Private,High School,Blue-Collar
31,Never-married,Own-child,Female,0,0,40,<=50K,Private,Some College,Sales
22,Never-married,Own-child,Female,0,0,22,<=50K,Private,Some College,Sales
31,Married-civ-spouse,Husband,Male,0,0,48,>50K,Private,High School,Blue-Collar
63,Widowed,Not-in-family,Female,0,0,20,<=50K,Private,Dropout,Service
18,Never-married,Own-child,Male,0,0,40,<=50K,Unemployed,Dropout,Blue-Collar
18,Never-married,Own-child,Female,0,0,25,<=50K,Private,Some College,Sales
25,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
40,Married-civ-spouse,Husband,Male,0,0,72,<=50K,Self-Employed,Dropout,Blue-Collar
31,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,Service
30,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,Bachelors,Service
57,Separated,Not-in-family,Male,0,0,60,>50K,Self-Employed,High School,Blue-Collar
27,Never-married,Other-relative,Male,0,1980,40,<=50K,Private,Dropout,Sales
25,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
49,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Dropout,Service
25,Never-married,Other-relative,Male,0,0,40,<=50K,Private,High School,Blue-Collar
41,Married-civ-spouse,Husband,Male,0,0,60,>50K,Self-Employed,Some College,Sales
33,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
37,Divorced,Own-child,Male,0,0,60,<=50K,Private,High School,Blue-Collar
28,Never-married,Unmarried,Male,0,0,55,<=50K,Private,High School,Blue-Collar
45,Married-civ-spouse,Husband,Male,0,0,46,<=50K,Private,Some College,Blue-Collar
54,Never-married,Not-in-family,Female,0,0,25,<=50K,Private,Dropout,Blue-Collar
17,Never-married,Own-child,Male,2176,0,18,<=50K,Private,Dropout,Blue-Collar
46,Married-civ-spouse,Husband,Male,0,0,50,>50K,Government,Advanced,White-Collar
20,Married-civ-spouse,Other-relative,Male,0,0,20,<=50K,Private,High School,Sales
44,Married-civ-spouse,Husband,Male,3103,0,40,>50K,Private,Bachelors,White-Collar
53,Never-married,Not-in-family,Male,0,0,40,<=50K,Government,High School,Service
51,Never-married,Not-in-family,Female,0,1564,43,>50K,Private,Bachelors,Sales
19,Never-married,Own-child,Female,0,0,40,<=50K,Private,Some College,Blue-Collar
35,Divorced,Not-in-family,Male,0,0,60,<=50K,Private,High School,Sales
49,Married-civ-spouse,Husband,Male,5178,0,40,>50K,Private,High School,Blue-Collar
40,Divorced,Unmarried,Female,0,0,39,<=50K,Private,Some College,White-Collar
28,Never-married,Not-in-family,Male,0,0,54,<=50K,Private,Some College,Support
30,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,Dropout,Blue-Collar
32,Married-civ-spouse,Husband,Male,7688,0,55,>50K,Self-Employed,Bachelors,Sales
35,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Some College,White-Collar
44,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,Blue-Collar
29,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,Support
59,Divorced,Unmarried,Female,0,0,35,<=50K,Private,High School,Service
38,Never-married,Not-in-family,Male,0,1876,40,<=50K,Government,High School,Blue-Collar
59,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Government,Advanced,White-Collar
34,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
28,Divorced,Not-in-family,Female,0,0,30,<=50K,Private,Some College,Service
38,Married-civ-spouse,Wife,Female,15024,0,40,>50K,Private,Bachelors,White-Collar
53,Married-civ-spouse,Husband,Male,3464,0,34,<=50K,Private,High School,Blue-Collar
51,Married-civ-spouse,Husband,Male,0,0,20,<=50K,Private,High School,Blue-Collar
65,Divorced,Not-in-family,Male,0,0,28,<=50K,Private,Advanced,Sales
58,Married-civ-spouse,Husband,Male,0,0,47,>50K,Private,Bachelors,White-Collar
36,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,White-Collar
34,Divorced,Not-in-family,Female,0,0,50,>50K,Private,Bachelors,Sales
41,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Private,High School,White-Collar
20,Never-married,Own-child,Female,0,0,10,<=50K,Government,Some College,Service
42,Married-civ-spouse,Wife,Female,0,1887,48,>50K,Private,Advanced,White-Collar
36,Married-civ-spouse,Wife,Female,7298,0,35,>50K,Private,High School,Sales
42,Never-married,Not-in-family,Male,0,0,15,<=50K,Private,Some College,Service
35,Never-married,Not-in-family,Male,0,0,50,>50K,Private,Bachelors,White-Collar
44,Married-civ-spouse,Husband,Male,5013,0,45,<=50K,Private,Bachelors,White-Collar
23,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Support
53,Married-civ-spouse,Husband,Male,0,0,38,>50K,Government,Advanced,White-Collar
25,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,Some College,White-Collar
41,Never-married,Other-relative,Male,0,0,7,<=50K,Government,Some College,White-Collar
22,Never-married,Not-in-family,Female,0,0,35,<=50K,Private,Bachelors,Service
46,Divorced,Not-in-family,Female,0,0,48,<=50K,Government,Some College,Support
37,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,White-Collar
37,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
36,Separated,Unmarried,Female,0,0,40,<=50K,Government,High School,White-Collar
58,Married-civ-spouse,Husband,Male,0,2179,18,<=50K,Self-Employed,Dropout,Blue-Collar
21,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,Blue-Collar
46,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
55,Married-civ-spouse,Husband,Male,0,0,4,<=50K,Private,Dropout,Blue-Collar
34,Divorced,Own-child,Female,1831,0,40,<=50K,Government,Some College,White-Collar
40,Never-married,Unmarried,Female,0,0,40,<=50K,Private,Dropout,Blue-Collar
31,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Bachelors,White-Collar
51,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar
26,Never-married,Unmarried,Male,0,0,55,<=50K,Private,Some College,Sales
38,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Private,Dropout,Blue-Collar
34,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Private,Bachelors,White-Collar
32,Never-married,Other-relative,Female,0,2205,40,<=50K,Private,Some College,Blue-Collar
59,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
23,Never-married,Not-in-family,Male,0,0,25,<=50K,Private,Bachelors,White-Collar
35,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,White-Collar
52,Married-civ-spouse,Husband,Male,7688,0,38,>50K,Private,Bachelors,Support
30,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
22,Never-married,Own-child,Female,0,0,30,<=50K,Private,Some College,Blue-Collar
54,Married-civ-spouse,Wife,Female,0,0,40,>50K,Private,High School,Blue-Collar
50,Married-civ-spouse,Husband,Male,0,2415,60,>50K,Private,Advanced,White-Collar
19,Never-married,Own-child,Female,0,0,15,<=50K,Private,Some College,Service
31,Widowed,Unmarried,Male,0,0,60,<=50K,Private,Bachelors,White-Collar
47,Married-civ-spouse,Husband,Male,99999,0,50,>50K,Private,Advanced,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar
27,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
40,Divorced,Other-relative,Female,0,0,55,<=50K,Private,Some College,White-Collar
46,Divorced,Other-relative,Male,0,0,40,<=50K,Private,High School,Blue-Collar
24,Never-married,Not-in-family,Female,0,0,32,<=50K,Private,High School,Blue-Collar
38,Never-married,Not-in-family,Male,0,0,55,<=50K,Private,Bachelors,White-Collar
25,Married-civ-spouse,Husband,Male,0,0,84,<=50K,Private,High School,Support
38,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Some College,White-Collar
27,Never-married,Own-child,Female,0,0,40,<=50K,Private,High School,Service
27,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
45,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Advanced,White-Collar
32,Divorced,Not-in-family,Female,0,0,40,<=50K,Government,Some College,White-Collar
29,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Advanced,White-Collar
37,Married-civ-spouse,Wife,Female,0,0,37,>50K,Private,Some College,Support
22,Divorced,Own-child,Female,0,0,40,<=50K,Private,Some College,Blue-Collar
35,Never-married,Other-relative,Male,0,0,25,<=50K,Private,High School,Blue-Collar
49,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
30,Never-married,Other-relative,Female,0,0,40,<=50K,Private,Some College,White-Collar
30,Divorced,Not-in-family,Female,0,0,40,>50K,Private,Some College,Sales
53,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Bachelors,Service
23,Never-married,Own-child,Female,0,0,35,<=50K,Self-Employed,High School,Blue-Collar
77,Widowed,Not-in-family,Female,0,0,10,<=50K,Private,High School,White-Collar
23,Never-married,Own-child,Female,0,1590,40,<=50K,Private,Bachelors,Sales
46,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar
38,Never-married,Not-in-family,Male,0,0,48,<=50K,Private,Bachelors,Service
23,Married-civ-spouse,Husband,Male,0,0,37,<=50K,Private,High School,Sales
39,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
44,Divorced,Own-child,Male,0,0,45,>50K,Self-Employed,Some College,Sales
46,Married-civ-spouse,Husband,Male,15024,0,40,>50K,Government,Advanced,White-Collar
36,Separated,Not-in-family,Male,0,0,40,<=50K,Private,High School,White-Collar
44,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,White-Collar
28,Never-married,Own-child,Female,0,1602,25,<=50K,Private,High School,Blue-Collar
19,Never-married,Own-child,Male,0,0,25,<=50K,Private,Some College,Service
71,Married-civ-spouse,Husband,Male,0,0,36,<=50K,Private,High School,Sales
40,Divorced,Unmarried,Male,0,0,40,<=50K,Private,High School,Blue-Collar
18,Never-married,Own-child,Male,0,0,25,<=50K,Self-Employed,High School,Blue-Collar
29,Never-married,Not-in-family,Male,0,0,30,<=50K,Private,Some College,Sales
63,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Private,High School,Blue-Collar
62,Married-civ-spouse,Husband,Male,0,0,25,<=50K,Self-Employed,Some College,Sales
36,Married-civ-spouse,Husband,Male,0,0,35,<=50K,Private,Dropout,Blue-Collar
26,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
74,Widowed,Not-in-family,Female,0,0,20,<=50K,Private,Advanced,White-Collar
62,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,White-Collar
46,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Advanced,White-Collar
66,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,Dropout,Blue-Collar
47,Married-civ-spouse,Husband,Male,0,0,45,>50K,Self-Employed,High School,Blue-Collar
42,Divorced,Unmarried,Female,0,0,38,<=50K,Private,Some College,White-Collar
38,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Bachelors,White-Collar
19,Never-married,Own-child,Female,0,0,15,<=50K,Private,Some College,Sales
35,Married-civ-spouse,Husband,Male,0,0,65,>50K,Self-Employed,High School,Blue-Collar
57,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Unemployed,Dropout,Service
30,Divorced,Unmarried,Female,0,0,40,<=50K,Self-Employed,High School,Service
51,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
28,Never-married,Not-in-family,Male,2176,0,40,<=50K,Self-Employed,Advanced,White-Collar
59,Married-civ-spouse,Husband,Male,5178,0,50,>50K,Private,Dropout,Blue-Collar
18,Never-married,Own-child,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
44,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Dropout,Blue-Collar
66,Widowed,Not-in-family,Male,0,0,40,<=50K,Self-Employed,High School,Sales
55,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
40,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Service
49,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,Some College,Blue-Collar
56,Married-civ-spouse,Husband,Male,0,0,25,<=50K,Self-Employed,Advanced,White-Collar
57,Married-civ-spouse,Husband,Male,0,0,48,>50K,Self-Employed,High School,Blue-Collar
49,Married-civ-spouse,Husband,Male,15024,0,60,>50K,Private,Bachelors,Blue-Collar
37,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
58,Married-civ-spouse,Wife,Female,0,0,30,<=50K,Private,Some College,Service
21,Never-married,Own-child,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar
20,Never-married,Not-in-family,Male,0,0,40,<=50K,Unemployed,High School,Blue-Collar
19,Never-married,Own-child,Female,0,0,28,<=50K,Private,Dropout,Service
21,Never-married,Own-child,Female,0,0,3,<=50K,Private,Some College,White-Collar
31,Separated,Unmarried,Female,0,0,40,<=50K,Government,Some College,Service
28,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,Sales
38,Married-civ-spouse,Husband,Male,0,0,55,<=50K,Private,Some College,White-Collar
39,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Some College,Service
38,Married-civ-spouse,Husband,Male,0,0,48,>50K,Private,High School,Blue-Collar
53,Divorced,Unmarried,Female,0,0,38,<=50K,Government,Bachelors,White-Collar
62,Married-civ-spouse,Husband,Male,7298,0,40,>50K,Self-Employed,Some College,Blue-Collar
37,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,High School,Blue-Collar
21,Never-married,Other-relative,Female,0,0,33,<=50K,Private,High School,Service
61,Widowed,Not-in-family,Female,0,0,36,<=50K,Private,High School,Blue-Collar
18,Never-married,Own-child,Male,1055,0,25,<=50K,Private,High School,Blue-Collar
33,Never-married,Own-child,Male,0,0,38,<=50K,Government,Advanced,White-Collar
40,Never-married,Not-in-family,Male,14344,0,40,>50K,Private,High School,Blue-Collar
62,Widowed,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
27,Married-civ-spouse,Wife,Female,0,0,50,<=50K,Self-Employed,Some College,Service
25,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
22,Never-married,Other-relative,Female,0,0,15,<=50K,Private,Dropout,Service
67,Married-civ-spouse,Husband,Male,0,0,55,<=50K,Self-Employed,Bachelors,White-Collar
45,Never-married,Not-in-family,Female,0,0,35,<=50K,Self-Employed,Bachelors,Sales
61,Married-civ-spouse,Husband,Male,0,0,2,>50K,Private,Advanced,Service
19,Never-married,Own-child,Female,0,0,25,<=50K,Private,Some College,Sales
58,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
23,Never-married,Own-child,Male,0,0,32,<=50K,Private,Some College,Service
33,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,Some College,White-Collar
18,Never-married,Own-child,Male,0,0,24,<=50K,Private,Dropout,Blue-Collar
29,Married-civ-spouse,Husband,Male,0,2051,40,<=50K,Private,Some College,Support
36,Never-married,Unmarried,Female,0,0,40,<=50K,Government,Bachelors,Service
33,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,White-Collar
18,Never-married,Other-relative,Female,0,0,24,<=50K,Private,Dropout,Service
62,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Service
24,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
32,Divorced,Other-relative,Male,0,0,60,<=50K,Private,Some College,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Bachelors,White-Collar
63,Married-civ-spouse,Husband,Male,0,0,55,<=50K,Government,High School,White-Collar
50,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
